No,Tanggal,Nama,Awal,Tambahan,Penjualan,Diambil,Sisa,Total
2707,14/04/2022,Chiffon Biasa,0,0,0,0,0,0
2708,14/04/2022,Bakpia,0,0,0,0,0,0
2709,14/04/2022,Tawar,4,0,0,0,4,0
2710,14/04/2022,Taker,19,0,0,0,19,0
2711,14/04/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
2712,14/04/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
2713,14/04/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
2714,14/04/2022,Roll Nanas K,2,0,2,0,0,2
2715,14/04/2022,Roll Coklat B,1,0,1,0,0,1
2716,14/04/2022,Roll Coklat K,2,0,0,0,2,0
2717,14/04/2022,Cake Tape,4,0,1,0,3,1
2718,14/04/2022,Cake Spekuk,0,0,0,0,0,0
2719,14/04/2022,Cake Keju,2,0,1,0,1,1
2720,14/04/2022,Cake Keju Meses,4,0,2,0,2,2
2721,14/04/2022,Cake Meses,0,0,0,0,0,0
2722,14/04/2022,Aloha,4,0,3,0,1,3
2723,14/04/2022,Abon,2,0,1,0,1,1
2724,14/04/2022,Ayam,2,0,1,0,1,1
2725,14/04/2022,Almond,0,3,0,0,3,0
2726,14/04/2022,Cocopandan,4,0,0,0,4,0
2727,14/04/2022,Cheesy,0,0,0,0,0,0
2728,14/04/2022,Chocy Lover,2,0,0,0,2,0
2729,14/04/2022,Cream Keju,2,0,2,0,0,2
2730,14/04/2022,Durian,3,0,1,0,2,1
2731,14/04/2022,Long Stik,0,0,0,0,0,0
2732,14/04/2022,Rapisa,3,0,1,0,2,1
2733,14/04/2022,Space Jam,2,0,2,0,0,2
2734,14/04/2022,Pisang Coklat,7,0,7,0,0,7
2735,14/04/2022,Kacang Merah,1,0,0,0,1,0
2736,14/04/2022,Vanilla,2,0,0,0,2,0
2737,14/04/2022,Banana,2,0,0,0,2,0
2738,14/04/2022,Mocca,9,0,2,0,7,2
2739,14/04/2022,Susu,6,0,6,0,0,6
2740,14/04/2022,Srikaya,0,0,0,0,0,0
2741,14/04/2022,Roman Tape,7,0,0,0,7,0
2742,14/04/2022,Donat,0,0,0,0,0,0
2743,14/04/2022,Krumpul,4,0,2,0,2,2
2744,14/04/2022,Tiramisu,24,0,0,0,24,0
2745,15/04/2022,Bronis Kukus,1,4,2,0,3,2
2746,15/04/2022,Bronis Oven,0,0,0,0,0,0
2747,15/04/2022,F 20,0,1,0,0,1,0
2748,15/04/2022,B 20,1,1,1,0,1,1
2749,15/04/2022,F Kacang,0,0,0,0,0,0
2750,15/04/2022,B Kacang,0,0,0,0,0,0
2751,15/04/2022,Marmer Kotak,1,1,1,0,1,1
2752,15/04/2022,Marmer Bulat,1,1,1,0,1,1
2753,15/04/2022,Pandan Kotak,0,1,0,0,1,0
2754,15/04/2022,Pandan Bulat,0,1,1,0,0,1
2755,15/04/2022,Chiffon Keju,0,0,0,0,0,0
2756,15/04/2022,Chiffon Biasa,0,0,0,0,0,0
2757,15/04/2022,Bakpia,0,0,0,0,0,0
2758,15/04/2022,Tawar,4,0,4,0,0,4
2759,15/04/2022,Taker,19,0,1,0,18,1
2760,15/04/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
2761,15/04/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
2762,15/04/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
2763,15/04/2022,Roll Nanas K,0,2,0,0,2,0
2764,15/04/2022,Roll Coklat B,0,0,0,0,0,0
2765,15/04/2022,Roll Coklat K,2,2,2,0,2,2
2766,15/04/2022,Cake Tape,3,0,0,0,3,0
2767,15/04/2022,Cake Spekuk,0,0,0,0,0,0
2768,15/04/2022,Cake Keju,1,0,0,0,1,0
2769,15/04/2022,Cake Keju Meses,2,1,2,0,1,2
2770,15/04/2022,Cake Meses,0,0,0,0,0,0
2771,15/04/2022,Aloha,1,2,1,0,2,1
2772,15/04/2022,Abon,1,5,0,0,6,0
2773,15/04/2022,Ayam,1,2,0,0,3,0
2774,15/04/2022,Almond,3,0,0,0,3,0
2775,15/04/2022,Cocopandan,4,2,2,0,4,2
2776,15/04/2022,Cheesy,0,0,0,0,0,0
2777,15/04/2022,Chocy Lover,2,2,0,0,4,0
2778,15/04/2022,Cream Keju,0,2,0,0,2,0
2779,15/04/2022,Durian,2,2,0,0,4,0
2780,15/04/2022,Long Stik,0,2,1,0,1,1
2781,15/04/2022,Rapisa,2,2,0,0,4,0
2782,15/04/2022,Space Jam,0,2,0,0,2,0
2783,15/04/2022,Pisang Coklat,0,9,0,0,9,0
2784,15/04/2022,Kacang Merah,1,2,0,0,3,0
2785,15/04/2022,Vanilla,2,2,0,0,4,0
2786,15/04/2022,Banana,2,2,2,0,2,2
2787,15/04/2022,Mocca,7,0,1,0,6,1
2788,15/04/2022,Susu,0,0,0,0,0,0
2789,15/04/2022,Srikaya,0,0,0,0,0,0
2790,15/04/2022,Roman Tape,7,0,1,0,6,1
2791,15/04/2022,Donat,0,0,0,0,0,0
2792,15/04/2022,Krumpul,2,8,3,0,7,3
2793,15/04/2022,Tiramisu,24,0,0,0,24,0
2794,16/04/2022,Bronis Kukus,3,4,3,0,4,3
2795,16/04/2022,Bronis Oven,0,4,0,0,4,0
2796,16/04/2022,F 20,1,1,0,0,2,0
2797,16/04/2022,B 20,1,1,0,0,2,0
2798,16/04/2022,F Kacang,0,0,0,0,0,0
2799,16/04/2022,B Kacang,0,0,0,0,0,0
2800,16/04/2022,Marmer Kotak,1,1,0,0,2,0
2801,16/04/2022,Marmer Bulat,1,1,0,0,2,0
2802,16/04/2022,Pandan Kotak,1,1,0,0,2,0
2803,16/04/2022,Pandan Bulat,0,1,0,0,1,0
2804,16/04/2022,Chiffon Keju,0,0,0,0,0,0
2805,16/04/2022,Chiffon Biasa,0,0,0,0,0,0
2806,16/04/2022,Bakpia,0,0,0,0,0,0
2807,16/04/2022,Tawar,0,4,1,0,3,1
2808,16/04/2022,Taker,18,0,0,0,18,0
2809,16/04/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
2810,16/04/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
2811,16/04/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
2812,16/04/2022,Roll Nanas K,2,0,0,0,2,0
2813,16/04/2022,Roll Coklat B,0,0,0,0,0,0
2814,16/04/2022,Roll Coklat K,2,0,1,0,1,1
2815,16/04/2022,Cake Tape,3,3,3,0,3,3
2816,16/04/2022,Cake Spekuk,0,0,0,0,0,0
2817,16/04/2022,Cake Keju,1,2,1,0,2,1
2818,16/04/2022,Cake Keju Meses,0,2,0,0,2,0
2819,16/04/2022,Cake Meses,0,0,0,0,0,0
2820,16/04/2022,Aloha,2,2,2,0,2,2
2821,16/04/2022,Abon,6,3,6,2,1,8
2822,16/04/2022,Ayam,3,2,3,0,2,3
2823,16/04/2022,Almond,3,0,3,0,0,3
2824,16/04/2022,Cocopandan,4,2,4,0,2,4
2825,16/04/2022,Cheesy,0,0,0,0,0,0
2826,16/04/2022,Chocy Lover,4,2,4,0,2,4
2827,16/04/2022,Cream Keju,2,2,2,0,2,2
2828,16/04/2022,Durian,4,2,4,0,2,4
2829,16/04/2022,Long Stik,1,3,4,0,0,4
2830,16/04/2022,Rapisa,4,2,4,0,2,4
2831,16/04/2022,Space Jam,2,2,1,0,3,1
2832,16/04/2022,Pisang Coklat,9,9,4,1,13,5
2833,16/04/2022,Kacang Merah,3,2,3,0,2,3
2834,16/04/2022,Vanilla,4,2,4,0,2,4
2835,16/04/2022,Banana,2,2,3,0,1,3
2836,16/04/2022,Mocca,6,0,6,0,0,6
2837,16/04/2022,Susu,0,0,0,0,0,0
2838,16/04/2022,Srikaya,0,0,0,0,0,0
2839,16/04/2022,Roman Tape,6,3,6,0,3,6
2840,16/04/2022,Donat,0,0,0,0,0,0
2841,16/04/2022,Krumpul,7,4,6,0,5,6
2842,16/04/2022,Tiramisu,24,0,0,2,22,2
2843,17/04/2022,Bronis Kukus,4,0,4,0,0,4
2844,17/04/2022,Bronis Oven,4,0,0,0,4,0
2845,17/04/2022,F 20,2,0,1,0,1,1
2846,17/04/2022,B 20,2,0,0,0,2,0
2847,17/04/2022,F Kacang,0,0,0,0,0,0
2848,17/04/2022,B Kacang,0,0,0,0,0,0
2849,17/04/2022,Marmer Kotak,2,0,0,0,2,0
2850,17/04/2022,Marmer Bulat,2,0,0,0,2,0
2851,17/04/2022,Pandan Kotak,2,0,2,0,0,2
2852,17/04/2022,Pandan Bulat,1,0,1,0,0,1
2853,17/04/2022,Chiffon Keju,0,0,0,0,0,0
2854,17/04/2022,Chiffon Biasa,0,0,0,0,0,0
2855,17/04/2022,Bakpia,0,0,0,0,0,0
2856,17/04/2022,Tawar,3,4,6,0,1,6
2857,17/04/2022,Taker,18,0,1,0,17,1
2858,17/04/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
2859,17/04/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
2860,17/04/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
2861,17/04/2022,Roll Nanas K,2,0,0,2,0,2
2862,17/04/2022,Roll Coklat B,0,0,0,0,0,0
2863,17/04/2022,Roll Coklat K,1,0,1,0,0,1
2864,17/04/2022,Cake Tape,3,0,2,0,1,2
2865,17/04/2022,Cake Spekuk,0,0,0,0,0,0
2866,17/04/2022,Cake Keju,2,0,0,0,2,0
2867,17/04/2022,Cake Keju Meses,2,0,1,0,1,1
2868,17/04/2022,Cake Meses,0,0,0,0,0,0
2869,17/04/2022,Aloha,2,2,1,2,1,3
2870,17/04/2022,Abon,1,4,0,1,4,1
2871,17/04/2022,Ayam,2,3,0,2,3,2
2872,17/04/2022,Almond,0,12,0,0,12,0
2873,17/04/2022,Cocopandan,2,2,1,1,2,2
2874,17/04/2022,Cheesy,0,0,0,0,0,0
2875,17/04/2022,Chocy Lover,2,3,1,2,2,3
2876,17/04/2022,Cream Keju,2,1,1,2,0,3
2877,17/04/2022,Durian,2,2,1,2,1,3
2878,17/04/2022,Long Stik,0,2,0,0,2,0
2879,17/04/2022,Rapisa,2,2,1,2,1,3
2880,17/04/2022,Space Jam,3,2,0,3,2,3
2881,17/04/2022,Pisang Coklat,13,8,1,13,7,14
2882,17/04/2022,Kacang Merah,2,2,1,2,1,3
2883,17/04/2022,Vanilla,2,2,0,0,4,0
2884,17/04/2022,Banana,1,2,1,0,2,1
2885,17/04/2022,Mocca,0,0,0,0,0,0
2886,17/04/2022,Susu,0,8,3,0,5,3
2887,17/04/2022,Srikaya,0,0,0,0,0,0
2888,17/04/2022,Roman Tape,3,0,0,3,0,3
2889,17/04/2022,Donat,0,0,0,0,0,0
2890,17/04/2022,Krumpul,5,4,1,5,3,6
2891,17/04/2022,Tiramisu,22,0,3,0,19,3
2892,18/04/2022,Bronis Kukus,0,4,0,0,4,0
2893,18/04/2022,Bronis Oven,4,0,0,0,4,0
2894,18/04/2022,F 20,1,0,0,0,1,0
2895,18/04/2022,B 20,2,0,0,1,1,1
2896,18/04/2022,F Kacang,0,0,0,0,0,0
2897,18/04/2022,B Kacang,0,0,0,0,0,0
2898,18/04/2022,Marmer Kotak,2,0,2,0,0,2
2899,18/04/2022,Marmer Bulat,2,0,1,0,1,1
2900,18/04/2022,Pandan Kotak,0,1,0,0,1,0
2901,18/04/2022,Pandan Bulat,0,1,1,0,0,1
2902,18/04/2022,Chiffon Keju,0,0,0,0,0,0
2903,18/04/2022,Chiffon Biasa,0,0,0,0,0,0
2904,18/04/2022,Bakpia,0,0,0,0,0,0
2905,18/04/2022,Tawar,1,4,0,1,4,1
2906,18/04/2022,Taker,17,0,1,0,16,1
2907,18/04/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
2908,18/04/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
2909,18/04/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
2910,18/04/2022,Roll Nanas K,0,2,1,0,1,1
2911,18/04/2022,Roll Coklat B,0,0,0,0,0,0
2912,18/04/2022,Roll Coklat K,0,2,1,0,1,1
2913,18/04/2022,Cake Tape,1,3,2,0,2,2
2914,18/04/2022,Cake Spekuk,0,0,0,0,0,0
2915,18/04/2022,Cake Keju,2,0,1,0,1,1
2916,18/04/2022,Cake Keju Meses,1,0,1,0,0,1
2917,18/04/2022,Cake Meses,0,0,0,0,0,0
2918,18/04/2022,Aloha,1,0,1,0,0,1
2919,18/04/2022,Abon,4,0,4,0,0,4
2920,18/04/2022,Ayam,3,0,3,0,0,3
2921,18/04/2022,Almond,12,0,0,0,12,0
2922,18/04/2022,Cocopandan,1,0,0,0,1,0
2923,18/04/2022,Cheesy,0,0,0,0,0,0
2924,18/04/2022,Chocy Lover,2,0,2,0,0,2
2925,18/04/2022,Cream Keju,0,0,0,0,0,0
2926,18/04/2022,Durian,1,0,0,0,1,0
2927,18/04/2022,Long Stik,2,0,0,0,2,0
2928,18/04/2022,Rapisa,1,0,1,0,0,1
2929,18/04/2022,Space Jam,2,0,0,0,2,0
2930,18/04/2022,Pisang Coklat,7,0,6,0,1,6
2931,18/04/2022,Kacang Merah,1,0,1,0,0,1
2932,18/04/2022,Vanilla,2,6,2,0,6,2
2933,18/04/2022,Banana,2,0,0,0,2,0
2934,18/04/2022,Mocca,0,0,0,0,0,0
2935,18/04/2022,Susu,5,0,3,0,2,3
2936,18/04/2022,Srikaya,0,0,0,0,0,0
2937,18/04/2022,Roman Tape,0,6,2,0,4,2
2938,18/04/2022,Donat,0,0,0,0,0,0
2939,18/04/2022,Krumpul,3,0,0,0,3,0
2940,18/04/2022,Tiramisu,19,0,0,0,19,0
2941,19/04/2022,Bronis Kukus,4,4,5,0,3,5
2942,19/04/2022,Bronis Oven,4,0,0,0,4,0
2943,19/04/2022,F 20,1,2,1,0,2,1
2944,19/04/2022,B 20,1,1,1,0,1,1
2945,19/04/2022,F Kacang,0,0,0,0,0,0
2946,19/04/2022,B Kacang,0,0,0,0,0,0
2947,19/04/2022,Marmer Kotak,0,1,1,0,0,1
2948,19/04/2022,Marmer Bulat,1,1,1,0,1,1
2949,19/04/2022,Pandan Kotak,1,1,0,0,2,0
2950,19/04/2022,Pandan Bulat,0,1,0,0,1,0
2951,19/04/2022,Chiffon Keju,0,1,0,0,1,0
2952,19/04/2022,Chiffon Biasa,0,0,0,0,0,0
2953,19/04/2022,Bakpia,0,0,0,0,0,0
2954,19/04/2022,Tawar,4,0,1,0,3,1
2955,19/04/2022,Taker,16,0,0,0,16,0
2956,19/04/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
2957,19/04/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
2958,19/04/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
2959,19/04/2022,Roll Nanas K,1,0,0,0,1,0
2960,19/04/2022,Roll Coklat B,0,0,0,0,0,0
2961,19/04/2022,Roll Coklat K,1,0,0,0,1,0
2962,19/04/2022,Cake Tape,2,0,0,0,2,0
2963,19/04/2022,Cake Spekuk,0,0,0,0,0,0
2964,19/04/2022,Cake Keju,1,2,1,0,2,1
2965,19/04/2022,Cake Keju Meses,0,2,0,0,2,0
2966,19/04/2022,Cake Meses,0,0,0,0,0,0
2967,19/04/2022,Aloha,0,0,0,0,0,0
2968,19/04/2022,Abon,0,0,0,0,0,0
2969,19/04/2022,Ayam,0,0,0,0,0,0
2970,19/04/2022,Almond,12,0,2,0,10,2
2971,19/04/2022,Cocopandan,1,0,0,0,1,0
2972,19/04/2022,Cheesy,0,0,0,0,0,0
2973,19/04/2022,Chocy Lover,0,0,0,0,0,0
2974,19/04/2022,Cream Keju,0,0,0,0,0,0
2975,19/04/2022,Durian,1,0,1,0,0,1
2976,19/04/2022,Long Stik,2,0,2,0,0,2
2977,19/04/2022,Rapisa,0,0,0,0,0,0
2978,19/04/2022,Space Jam,2,0,0,0,2,0
2979,19/04/2022,Pisang Coklat,1,0,1,0,0,1
2980,19/04/2022,Kacang Merah,0,0,0,0,0,0
2981,19/04/2022,Vanilla,6,0,2,0,4,2
2982,19/04/2022,Banana,2,0,1,0,1,1
2983,19/04/2022,Mocca,0,0,0,0,0,0
2984,19/04/2022,Susu,2,0,0,0,2,0
2985,19/04/2022,Srikaya,0,0,0,0,0,0
2986,19/04/2022,Roman Tape,4,0,2,0,2,2
2987,19/04/2022,Donat,0,0,0,0,0,0
2988,19/04/2022,Krumpul,3,0,0,0,3,0
2989,19/04/2022,Tiramisu,19,0,3,0,16,3
2990,20/04/2022,Bronis Kukus,2,1,3,0,0,3
2991,20/04/2022,Bronis Oven,4,0,1,0,3,1
2992,20/04/2022,F 20,2,0,0,0,2,0
2993,20/04/2022,B 20,1,0,0,0,1,0
2994,20/04/2022,F Kacang,0,0,0,0,0,0
2995,20/04/2022,B Kacang,0,0,0,0,0,0
2996,20/04/2022,Marmer Kotak,0,0,0,0,0,0
2997,20/04/2022,Marmer Bulat,1,0,0,0,1,0
2998,20/04/2022,Pandan Kotak,2,0,1,0,1,1
2999,20/04/2022,Pandan Bulat,1,0,0,0,1,0
3000,20/04/2022,Chiffon Keju,1,0,0,0,1,0
3001,20/04/2022,Chiffon Biasa,0,0,0,0,0,0
3002,20/04/2022,Bakpia,0,0,0,0,0,0
3003,20/04/2022,Tawar,3,4,3,0,4,3
3004,20/04/2022,Taker,16,0,0,0,16,0
3005,20/04/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
3006,20/04/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
3007,20/04/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
3008,20/04/2022,Roll Nanas K,1,0,1,0,0,1
3009,20/04/2022,Roll Coklat B,0,0,0,0,0,0
3010,20/04/2022,Roll Coklat K,1,0,1,0,0,1
3011,20/04/2022,Cake Tape,2,0,2,0,0,2
3012,20/04/2022,Cake Spekuk,0,0,0,0,0,0
3013,20/04/2022,Cake Keju,2,0,0,0,2,0
3014,20/04/2022,Cake Keju Meses,2,0,2,0,0,2
3015,20/04/2022,Cake Meses,0,0,0,0,0,0
3016,20/04/2022,Aloha,0,3,1,0,2,1
3017,20/04/2022,Abon,0,6,1,0,5,1
3018,20/04/2022,Ayam,0,5,0,0,5,0
3019,20/04/2022,Almond,10,0,10,0,0,10
3020,20/04/2022,Cocopandan,1,3,1,0,3,1
3021,20/04/2022,Cheesy,0,0,0,0,0,0
3022,20/04/2022,Chocy Lover,0,5,1,0,4,1
3023,20/04/2022,Cream Keju,0,3,0,0,3,0
3024,20/04/2022,Durian,0,3,0,0,3,0
3025,20/04/2022,Long Stik,0,2,0,0,2,0
3026,20/04/2022,Rapisa,0,3,1,0,2,1
3027,20/04/2022,Space Jam,2,3,2,0,3,2
3028,20/04/2022,Pisang Coklat,0,13,0,0,13,0
3029,20/04/2022,Kacang Merah,0,0,0,0,0,0
3030,20/04/2022,Vanilla,4,2,5,0,1,5
3031,20/04/2022,Banana,1,2,1,0,2,1
3032,20/04/2022,Mocca,0,0,0,0,0,0
3033,20/04/2022,Susu,2,0,2,0,0,2
3034,20/04/2022,Srikaya,0,0,0,0,0,0
3035,20/04/2022,Roman Tape,2,0,2,0,0,2
3036,20/04/2022,Donat,0,2,0,0,2,0
3037,20/04/2022,Krumpul,3,4,7,0,0,7
3038,20/04/2022,Tiramisu,16,0,0,0,16,0
3039,21/04/2022,Bronis Kukus,0,3,0,0,3,0
3040,21/04/2022,Bronis Oven,3,0,0,0,3,0
3041,21/04/2022,F 20,2,0,1,0,1,1
3042,21/04/2022,B 20,1,0,0,0,1,0
3043,21/04/2022,F Kacang,0,0,0,0,0,0
3044,21/04/2022,B Kacang,0,0,0,0,0,0
3045,21/04/2022,Marmer Kotak,0,0,0,0,0,0
3046,21/04/2022,Marmer Bulat,1,0,0,0,1,0
3047,21/04/2022,Pandan Kotak,1,0,0,0,1,0
3048,21/04/2022,Pandan Bulat,1,0,1,0,0,1
3049,21/04/2022,Chiffon Keju,1,0,1,0,0,1
3050,21/04/2022,Chiffon Biasa,0,0,0,0,0,0
3051,21/04/2022,Bakpia,0,0,0,0,0,0
3052,21/04/2022,Tawar,4,0,2,0,2,2
3053,21/04/2022,Taker,16,0,2,0,14,2
3054,21/04/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
3055,21/04/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
3056,21/04/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
3057,21/04/2022,Roll Nanas K,0,2,0,0,2,0
3058,21/04/2022,Roll Coklat B,0,1,0,0,1,0
3059,21/04/2022,Roll Coklat K,0,2,0,0,2,0
3060,21/04/2022,Cake Tape,0,3,0,0,3,0
3061,21/04/2022,Cake Spekuk,0,4,0,0,4,0
3062,21/04/2022,Cake Keju,2,0,1,0,1,1
3063,21/04/2022,Cake Keju Meses,0,1,1,0,0,1
3064,21/04/2022,Cake Meses,0,0,0,0,0,0
3065,21/04/2022,Aloha,2,2,2,0,2,2
3066,21/04/2022,Abon,5,0,4,0,1,4
3067,21/04/2022,Ayam,5,0,3,0,2,3
3068,21/04/2022,Almond,0,0,0,0,0,0
3069,21/04/2022,Cocopandan,3,0,1,0,2,1
3070,21/04/2022,Cheesy,0,0,0,0,0,0
3071,21/04/2022,Chocy Lover,4,2,5,0,1,5
3072,21/04/2022,Cream Keju,3,2,2,0,3,2
3073,21/04/2022,Durian,3,2,0,0,5,0
3074,21/04/2022,Long Stik,2,2,1,0,3,1
3075,21/04/2022,Rapisa,2,2,0,0,4,0
3076,21/04/2022,Space Jam,3,0,0,0,3,0
3077,21/04/2022,Pisang Coklat,13,0,6,0,7,6
3078,21/04/2022,Kacang Merah,0,3,1,0,2,1
3079,21/04/2022,Vanilla,1,0,0,0,1,0
3080,21/04/2022,Banana,2,2,0,0,4,0
3081,21/04/2022,Mocca,0,0,0,0,0,0
3082,21/04/2022,Susu,0,4,0,0,4,0
3083,21/04/2022,Srikaya,0,0,0,0,0,0
3084,21/04/2022,Roman Tape,0,6,0,0,6,0
3085,21/04/2022,Donat,2,0,2,0,0,2
3086,21/04/2022,Krumpul,0,0,0,0,0,0
3087,21/04/2022,Tiramisu,16,0,1,0,15,1
3088,22/04/2022,Bronis Kukus,3,0,2,0,1,2
3089,22/04/2022,Bronis Oven,3,0,0,0,3,0
3090,22/04/2022,F 20,2,1,2,1,0,3
3091,22/04/2022,B 20,1,1,1,0,1,1
3092,22/04/2022,F Kacang,0,0,0,0,0,0
3093,22/04/2022,B Kacang,0,0,0,0,0,0
3094,22/04/2022,Marmer Kotak,0,1,0,0,1,0
3095,22/04/2022,Marmer Bulat,1,1,1,0,1,1
3096,22/04/2022,Pandan Kotak,1,1,2,0,0,2
3097,22/04/2022,Pandan Bulat,0,1,0,0,1,0
3098,22/04/2022,Chiffon Keju,0,0,0,0,0,0
3099,22/04/2022,Chiffon Biasa,0,0,0,0,0,0
3100,22/04/2022,Bakpia,0,0,0,0,0,0
3101,22/04/2022,Tawar,2,4,4,0,2,4
3102,22/04/2022,Taker,14,0,0,0,14,0
3103,22/04/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
3104,22/04/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
3105,22/04/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
3106,22/04/2022,Roll Nanas K,2,0,0,0,2,0
3107,22/04/2022,Roll Coklat B,1,0,0,0,1,0
3108,22/04/2022,Roll Coklat K,2,0,0,0,2,0
3109,22/04/2022,Cake Tape,3,0,0,0,3,0
3110,22/04/2022,Cake Spekuk,4,0,0,2,2,2
3111,22/04/2022,Cake Keju,1,1,0,1,1,1
3112,22/04/2022,Cake Keju Meses,0,3,0,0,3,0
3113,22/04/2022,Cake Meses,0,0,0,0,0,0
3114,22/04/2022,Aloha,2,0,1,0,1,1
3115,22/04/2022,Abon,1,9,1,0,9,1
3116,22/04/2022,Ayam,2,3,2,0,3,2
3117,22/04/2022,Almond,0,0,0,0,0,0
3118,22/04/2022,Cocopandan,2,0,0,2,0,2
3119,22/04/2022,Cheesy,0,0,0,0,0,0
3120,22/04/2022,Chocy Lover,1,3,1,0,3,1
3121,22/04/2022,Cream Keju,3,0,0,2,1,2
3122,22/04/2022,Durian,5,0,0,0,5,0
3123,22/04/2022,Long Stik,3,0,1,0,2,1
3124,22/04/2022,Rapisa,4,0,2,0,2,2
3125,22/04/2022,Space Jam,3,2,0,0,5,0
3126,22/04/2022,Pisang Coklat,7,5,2,0,10,2
3127,22/04/2022,Kacang Merah,2,0,0,0,2,0
3128,22/04/2022,Vanilla,1,0,0,0,1,0
3129,22/04/2022,Banana,4,0,2,0,2,2
3130,22/04/2022,Mocca,0,0,0,0,0,0
3131,22/04/2022,Susu,4,0,0,2,2,2
3132,22/04/2022,Srikaya,0,0,0,0,0,0
3133,22/04/2022,Roman Tape,6,0,1,0,5,1
3134,22/04/2022,Donat,0,0,0,0,0,0
3135,22/04/2022,Krumpul,0,4,0,0,4,0
3136,22/04/2022,Tiramisu,15,0,0,0,15,0
3137,23/04/2022,Bronis Kukus,1,4,1,0,4,1
3138,23/04/2022,Bronis Oven,3,1,1,0,3,1
3139,23/04/2022,F 20,0,1,0,0,1,0
3140,23/04/2022,B 20,1,1,0,0,2,0
3141,23/04/2022,F Kacang,0,0,0,0,0,0
3142,23/04/2022,B Kacang,0,0,0,0,0,0
3143,23/04/2022,Marmer Kotak,1,1,1,0,1,1
3144,23/04/2022,Marmer Bulat,1,1,0,0,2,0
3145,23/04/2022,Pandan Kotak,0,1,0,0,1,0
3146,23/04/2022,Pandan Bulat,1,1,0,0,2,0
3147,23/04/2022,Chiffon Keju,0,0,0,0,0,0
3148,23/04/2022,Chiffon Biasa,0,0,0,0,0,0
3149,23/04/2022,Bakpia,0,0,0,0,0,0
3150,23/04/2022,Tawar,2,4,4,0,2,4
3151,23/04/2022,Taker,14,0,1,0,13,1
3152,23/04/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
3153,23/04/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
3154,23/04/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
3155,23/04/2022,Roll Nanas K,2,0,2,0,0,2
3156,23/04/2022,Roll Coklat B,1,0,1,0,0,1
3157,23/04/2022,Roll Coklat K,2,1,2,0,1,2
3158,23/04/2022,Cake Tape,3,3,0,0,6,0
3159,23/04/2022,Cake Spekuk,2,0,0,0,2,0
3160,23/04/2022,Cake Keju,1,2,0,0,3,0
3161,23/04/2022,Cake Keju Meses,3,2,1,0,4,1
3162,23/04/2022,Cake Meses,0,0,0,0,0,0
3163,23/04/2022,Aloha,1,2,1,0,2,1
3164,23/04/2022,Abon,9,0,2,0,7,2
3165,23/04/2022,Ayam,3,2,1,0,4,1
3166,23/04/2022,Almond,0,0,0,0,0,0
3167,23/04/2022,Cocopandan,0,2,0,0,2,0
3168,23/04/2022,Cheesy,0,0,0,0,0,0
3169,23/04/2022,Chocy Lover,3,2,0,0,5,0
3170,23/04/2022,Cream Keju,1,2,1,0,2,1
3171,23/04/2022,Durian,5,2,2,3,2,5
3172,23/04/2022,Long Stik,2,0,0,1,1,1
3173,23/04/2022,Rapisa,2,2,2,0,2,2
3174,23/04/2022,Space Jam,5,2,3,0,4,3
3175,23/04/2022,Pisang Coklat,10,3,5,2,6,7
3176,23/04/2022,Kacang Merah,2,0,1,0,1,1
3177,23/04/2022,Vanilla,1,2,0,1,2,1
3178,23/04/2022,Banana,2,0,0,0,2,0
3179,23/04/2022,Mocca,0,0,0,0,0,0
3180,23/04/2022,Susu,2,0,0,2,0,2
3181,23/04/2022,Srikaya,0,0,0,0,0,0
